ticket_id,customer_id,ticket_text,product,created_at,previous_tickets,resolution_time,priority,category,resolved
RGT-001002,CUST-8A8F6164,My League account got banned out of nowhere. I was just playing ranked and then I got logged out. Can you explain why?,Valorant,2023-09-05 05:45:38,2.0,52.63,MEDIUM,Account Ban / Suspension,True
RGT-001049,CUST-634A23A7,I lost LP for a loss that was not my fault. My teammates went AFK in the first 5 minutes.,Valorant,2023-03-10 15:31:04,0.0,6.82,HIGH,Ranked & Matchmaking,True
RGT-000271,CUST-AC6387FA,Remake did not trigger even though a player was AFK from champion select. Lost LP unfairly.,League of Legends,2023-12-27 22:39:25,0.0,16.69,MEDIUM,Ranked & Matchmaking,True
RGT-000737,CUST-1B5CD02F,,Wild Rift,2024-01-30 04:15:03,0.0,5.81,MEDIUM,Ranked & Matchmaking,True
RGT-000299,CUST-BC3F6430,Blatant cheater in Diamond ranked. Please investigate account RiotUser#65288. They were toggling aimbot openly.,Valorant,2023-09-01 11:43:45,1.0,27.44,LOW,Cheat / Hacker Report,True
RGT-000033,CUST-29D019A5,"My smurf account was banned, now my main account is also restricted. I do not understand what happened.",Teamfight Tactics,2023-08-20 22:32:35,0.0,33.61,MEDIUM,Account Ban / Suspension,True
RGT-002499,CUST-1542B5A1,Constant 'Connection Error' messages in client even though my internet is working perfectly.,Legends of Runeterra,2024-02-02 00:40:02,1.0,139.0,LOW,Client Bug / Crash,True
RGT-000015,CUST-0298C4C2,Transaction stuck as 'pending' for 48 hours. My bank confirmed the charge went through. Please help.,Wild Rift,2024-02-26 03:15:04,0.0,4.53,LOW,Missing RP / Purchase Issue,True
RGT-000094,CUST-4FC4738B,I cannot log into my account. I reset my password but the 2FA code is going to an old email I lost access to.,Valorant,2023-12-15 16:37:25,1.0,19.19,LOW,Login / 2FA Issue,True
RGT-000412,CUST-A0671E5C,Remake did not trigger even though a player was AFK from champion select. Lost LP unfairly.,Teamfight Tactics,2024-01-08 00:51:26,0.0,165.91,LOW,Ranked & Matchmaking,True
RGT-001160,CUST-4B079F84,My League account got banned out of nowhere. I was just playing ranked and then I got logged out. Can you explain why?,Legends of Runeterra,2024-04-16 06:27:47,8.0,110.35,LOW,Account Ban / Suspension,True
RGT-002363,CUST-3E2F4D8F,"My MMR seems stuck. I win 8 games in a row and gain 18 LP, then lose once and drop 25 LP.",League of Legends,2023-11-20 06:17:55,2.0,12.17,MEDIUM,Ranked & Matchmaking,True
RGT-002820,CUST-B29C26D5,I used 'Login with Google' but Google account is now deleted. How do I recover my Riot account?,League of Legends,2023-06-18 06:00:43,10.0,77.81,LOW,Login / 2FA Issue,True
RGT-000150,CUST-BC3F6430,My League account got banned out of nowhere. I was just playing ranked and then I got logged out. Can you explain why?,Wild Rift,2023-07-27 15:17:39,0.0,114.08,LOW,Account Ban / Suspension,True
RGT-001601,CUST-FE972C20,I bought 3250 RP but it never showed up in my account. I was charged on my card though.,Teamfight Tactics,2023-06-22 19:22:13,23.0,0.12,MEDIUM,Missing RP / Purchase Issue,True
RGT-001045,CUST-4B079F84,"My MMR seems stuck. I win 8 games in a row and gain 18 LP, then lose once and drop 25 LP.",Wild Rift,2023-10-13 18:14:36,7.0,22.58,MEDIUM,Ranked & Matchmaking,True
RGT-002154,CUST-68A03D3C,There is a blatant scripter in my ranked game. They had 0ms reaction time and perfect skill shots all game.,Legends of Runeterra,2023-02-04 21:22:52,2.0,2.64,HIGH,Cheat / Hacker Report,True
RGT-000496,CUST-4720A994,The Lunar New Year bundle charged me but only delivered half the content. Missing the ward skin and icon.,Teamfight Tactics,2024-04-30 06:33:53,0.0,26.21,MEDIUM,Missing RP / Purchase Issue,True
RGT-000333,CUST-C7E0960A,Remake did not trigger even though a player was AFK from champion select. Lost LP unfairly.,Teamfight Tactics,2023-08-06 15:11:30,5.0,6.14,MEDIUM,Ranked & Matchmaking,True
RGT-002789,CUST-3EB38E23,I used my last refund token on an item I now see is in the next sale. Can I have an exception?,Legends of Runeterra,2023-01-26 00:05:39,3.0,65.33,LOW,Refund Request,True
RGT-002067,CUST-544343F1,"Bought a bundle in the store, got charged but the content never appeared in my collection.",Wild Rift,2024-01-06 05:00:33,3.0,3.45,HIGH,Missing RP / Purchase Issue,True
RGT-001875,CUST-40672E0E,I accidentally purchased the wrong champion. Can I get a refund? I only have one refund token left.,Valorant,2024-06-22 23:28:47,2.0,1.01,HIGH,Missing RP / Purchase Issue,True
RGT-000757,CUST-2B9D18FF,I was in promo series but the server crashed mid-game. The loss was counted against me.,Wild Rift,2023-10-18 15:42:10,0.0,4.73,MEDIUM,Ranked & Matchmaking,True
RGT-000799,CUST-8E5D3D10,"Bought a bundle in the store, got charged but the content never appeared in my collection.",Valorant,2023-10-10 20:28:04,1.0,91.95,LOW,Missing RP / Purchase Issue,True
RGT-002275,CUST-5F210E14,I received a 14-day suspension for allegedly using scripts. I have never used any third-party software. Please investigate.,Legends of Runeterra,2024-06-03 08:50:50,29.0,16.24,MEDIUM,Account Ban / Suspension,True
RGT-000204,CUST-5F210E14,I was charged twice for the same RP bundle. I see two transactions on my statement for $35.00.,League of Legends,2024-06-25 20:42:06,2.0,10.67,MEDIUM,Missing RP / Purchase Issue,True
RGT-000464,CUST-B7D9B9ED,I would like a refund for the champion I purchased yesterday. I have not played them yet.,Legends of Runeterra,Jan 2023,0.0,,MEDIUM,Refund Request,False
RGT-002852,CUST-C4731564,The game client crashes every time I enter champion select. I reinstalled but the problem persists.,Valorant,2024-04-23 13:30:31,33.0,1.96,HIGH,Client Bug / Crash,True
RGT-002750,CUST-AB8C24EE,My account RiotUser#25501 was permanently banned but I never cheated. Please review the ban.,League of Legends,2024-02-26 01:46:23,5.0,51.06,LOW,Account Ban / Suspension,True
RGT-DUPE-0044,CUST-AE796F63,,Wild Rift,2023-12-08 14:34:41,3.0,13.03,MEDIUM,Missing RP / Purchase Issue,True
RGT-000556,CUST-5C8E2E99,This player in my last game was clearly using an aimbot. Every bullet was a headshot through smoke.,Teamfight Tactics,2023-10-19 09:14:41,4.0,3.3,HIGH,Cheat / Hacker Report,True
RGT-000175,CUST-C4731564,The authenticator app code is being rejected. I re-scanned the QR code and still getting errors.,Legends of Runeterra,2023-08-04 09:41:07,4.0,48.43,MEDIUM,Login / 2FA Issue,True
RGT-000290,CUST-F4EFB584,I purchased the Battle Pass but didn't receive the rewards. Transaction ID: TXN-61323D46.,Teamfight Tactics,2024-03-21 14:46:42,0.0,7.52,MEDIUM,Missing RP / Purchase Issue,True
RGT-000121,CUST-3502C77D,Cheater ruined 3 games in a row. Your reporting system seems broken. They are still not banned.,Legends of Runeterra,2023-01-13 22:08:07,0.0,1.84,HIGH,Cheat / Hacker Report,True
RGT-002840,CUST-36250838,Getting error UX-1 when attempting to sign in. This started after your maintenance window yesterday.,Valorant,2023-11-13 18:49:25,4.0,42.69,MEDIUM,Login / 2FA Issue,True
RGT-000848,CUST-C70E83D6,My Riot Points are missing after I topped up. I have the bank receipt. Please refund or credit my account.,Teamfight Tactics,2023-03-12 05:47:01,1.0,24.48,MEDIUM,Missing RP / Purchase Issue,True
RGT-002700,CUST-29C8A4E2,"Bought a bundle in the store, got charged but the content never appeared in my collection.",Wild Rift,2023-09-30 07:51:46,2.0,2.84,MEDIUM,Missing RP / Purchase Issue,True
RGT-000433,CUST-7D5033BE,I bought 3250 RP but it never showed up in my account. I was charged on my card though.,League of Legends,Jan 2023,0.0,70.04,LOW,Missing RP / Purchase Issue,True
RGT-002970,CUST-560C17FE,Transaction stuck as 'pending' for 48 hours. My bank confirmed the charge went through. Please help.,League of Legends,2023-07-22 09:43:51,0.0,2.37,MEDIUM,Missing RP / Purchase Issue,True
RGT-001318,CUST-C3785461,Permanent ban issued on my account. I have 3000 hours on this game and have never violated ToS. Please help.,Teamfight Tactics,2024-03-19 13:37:46,2.0,44.29,LOW,Account Ban / Suspension,True
RGT-001201,CUST-946EF12C,2FA is sending codes but they expire before I can enter them. Clock sync on my phone is correct.,Teamfight Tactics,2023-07-18 03:28:51,2.0,0.56,HIGH,Login / 2FA Issue,True
RGT-000394,CUST-1767AA4A,The game client crashes every time I enter champion select. I reinstalled but the problem persists.,Teamfight Tactics,2023-02-11 05:16:41,8.0,0.86,HIGH,Client Bug / Crash,True
RGT-002032,CUST-57F1BC20,Got a chat ban that escalated to a full account suspension. The context was taken out of context. I want to appeal.,Legends of Runeterra,2023-09-07 06:37:58,2.0,1.99,HIGH,Account Ban / Suspension,True
RGT-001801,CUST-F8165A13,Account logged in on an unrecognised device. I changed password but 2FA was not set up. How do I add it now?,Legends of Runeterra,2023-10-11 01:28:54,,32.13,MEDIUM,Login / 2FA Issue,True
RGT-001722,CUST-C0DDE2A2,I purchased the Battle Pass but didn't receive the rewards. Transaction ID: TXN-9FFE51A3.,Valorant,2023-10-04 11:19:01,1.0,52.36,LOW,Missing RP / Purchase Issue,True
RGT-000193,CUST-ABA4C4B7,Account logged in on an unrecognised device. I changed password but 2FA was not set up. How do I add it now?,Valorant,2023-06-30 23:23:33,2.0,56.15,LOW,Login / 2FA Issue,True
RGT-000267,CUST-F3F4EDAF,Permanent ban issued on my account. I have 3000 hours on this game and have never violated ToS. Please help.,Legends of Runeterra,2024-03-26 23:05:14,0.0,,MEDIUM,Account Ban / Suspension,False
RGT-002693,CUST-4FC4738B,I purchased the Battle Pass but didn't receive the rewards. Transaction ID: TXN-D84F9332.,Legends of Runeterra,2024-03-15 17:41:30,39.0,1.6,HIGH,Missing RP / Purchase Issue,True
RGT-000806,CUST-ABA4C4B7,"My smurf account was banned, now my main account is also restricted. I do not understand what happened.",Legends of Runeterra,2024-04-12 02:03:13,9.0,7.58,MEDIUM,Account Ban / Suspension,True
RGT-000332,CUST-3631F5AD,I was charged twice for the same RP bundle. I see two transactions on my statement for $35.00.,Legends of Runeterra,2024-01-16 13:00:36,1.0,35.99,LOW,Missing RP / Purchase Issue,True
RGT-000529,CUST-A2350661,Account recovery is not working. I no longer have access to the email or phone number on record.,League of Legends,2024-02-02 21:15:26,1.0,23.29,MEDIUM,Login / 2FA Issue,True
RGT-001226,CUST-2C0B0E3F,Locked out of my account after too many failed login attempts. I was trying to recover access legitimately.,Teamfight Tactics,2023-08-23 15:18:38,6.0,44.63,MEDIUM,Login / 2FA Issue,True
RGT-000802,CUST-E1F0BDA5,Constant 'Connection Error' messages in client even though my internet is working perfectly.,League of Legends,2024-01-30 02:55:45,0.0,,MEDIUM,Client Bug / Crash,False
RGT-001090,CUST-2D5422EC,Ranked queue dodging penalty applied even though I did not dodge. I was in loading screen.,Wild Rift,2024-03-08 22:48:42,2.0,6.62,HIGH,Ranked & Matchmaking,True
RGT-000765,CUST-522A7E0A,Login fails with 'incorrect password' even after a password reset. I have cleared cookies and cache.,Valorant,2024-05-13 12:30:07,4.0,17.77,MEDIUM,Login / 2FA Issue,True
RGT-000219,CUST-4FC4738B,Getting a black screen on launch. The process shows in Task Manager but nothing displays.,Wild Rift,2024-02-21 00:55:54,3.0,50.91,MEDIUM,Client Bug / Crash,True
RGT-000480,CUST-7A4D8589,Reporting a player for using wallhacks in Valorant. Their username is Player5975. Please review game ID NA1_2008110018.,Valorant,2023-10-06 16:16:11,0.0,8.51,HIGH,Cheat / Hacker Report,True
RGT-000791,CUST-0C1E8B1D,Got a communication ban for using my native language which the filter incorrectly flagged.,Teamfight Tactics,2024-05-09 07:40:13,0.0,0.12,HIGH,Chat Restriction Appeal,True
RGT-000479,CUST-58A844D6,FPS dropping from 200 to single digits every few minutes since patch 13.20. My hardware is fine.,Wild Rift,2023-06-10 22:38:53,2.0,23.9,LOW,Client Bug / Crash,True
RGT-002646,CUST-ABA4C4B7,I purchased the Battle Pass but didn't receive the rewards. Transaction ID: TXN-163FF527.,Teamfight Tactics,2023-09-16 10:15:00,34.0,12.79,MEDIUM,Missing RP / Purchase Issue,True
RGT-000728,CUST-35622996,Permanent ban issued on my account. I have 3000 hours on this game and have never violated ToS. Please help.,Teamfight Tactics,2023-05-19 13:54:42,2.0,73.65,MEDIUM,Account Ban / Suspension,True
RGT-000582,CUST-110FA17F,I bought 3250 RP but it never showed up in my account. I was charged on my card though.,Legends of Runeterra,not-a-date,1.0,164.08,LOW,Missing RP / Purchase Issue,True
RGT-001158,CUST-1D5272DD,RP purchase failed but the money was deducted from my account. This is the second time this has happened.,Teamfight Tactics,2023-12-14 13:03:41,4.0,8.07,MEDIUM,Missing RP / Purchase Issue,True
RGT-002548,CUST-8E33334C,The Lunar New Year bundle charged me but only delivered half the content. Missing the ward skin and icon.,Wild Rift,2023-05-16 03:54:56,3.0,45.71,LOW,Missing RP / Purchase Issue,True
RGT-001689,CUST-E5A3E89B,Jinx's passive is not triggering correctly after the latest patch. The movement speed buff is inconsistent.,Legends of Runeterra,2023-04-14 00:52:23,5.0,,HIGH,Champion / Skin Bug,False
RGT-002634,CUST-4B079F84,Transaction stuck as 'pending' for 48 hours. My bank confirmed the charge went through. Please help.,Valorant,2023-04-16 14:15:27,24.0,88.9,LOW,Missing RP / Purchase Issue,True
RGT-000046,CUST-C91C1ECE,I accidentally purchased the wrong champion. Can I get a refund? I only have one refund token left.,League of Legends,2023-07-12 18:36:53,0.0,,LOW,Missing RP / Purchase Issue,False
RGT-002850,CUST-B5FDACD0,"Hello, my account was flagged and restricted. I believe this is a false positive from your anti-cheat. I need an appeal.",Valorant,2023-11-04 18:30:20,2.0,2.25,MEDIUM,Account Ban / Suspension,True
RGT-000241,CUST-015B8874,I was banned for account sharing. I let my brother play once. Is there a way to appeal this decision?,Valorant,2023-12-21 14:29:52,0.0,1.27,HIGH,Account Ban / Suspension,True
RGT-000252,CUST-740AC09D,The authenticator app code is being rejected. I re-scanned the QR code and still getting errors.,Legends of Runeterra,2023-08-14 16:47:39,0.0,4.64,HIGH,Login / 2FA Issue,True
RGT-000991,CUST-CDB94453,"Purchased RP via prepaid card, entered the code but nothing was credited. Code: RITO-039675.",League of Legends,2023-12-15 22:37:32,10.0,6.55,MEDIUM,Missing RP / Purchase Issue,True
RGT-000458,CUST-F12490DE,Getting a black screen on launch. The process shows in Task Manager but nothing displays.,League of Legends,not-a-date,0.0,7.1,MEDIUM,Client Bug / Crash,True
RGT-001273,CUST-CD15BFFA,3rd chat restriction this year for increasingly minor things. I feel I am being targeted unfairly.,Wild Rift,2023-10-28 01:28:38,2.0,32.11,LOW,Chat Restriction Appeal,True
RGT-000677,CUST-CA66E01A,My account RiotUser#84352 was permanently banned but I never cheated. Please review the ban.,Wild Rift,2024-01-17 02:35:59,0.0,95.57,LOW,Account Ban / Suspension,True
RGT-DUPE-0057,CUST-ABA4C4B7,This player admitted to using scripts in chat. I have a screenshot. How do I submit it?,Wild Rift,2024-01-12 16:13:27,15.0,1.35,HIGH,Cheat / Hacker Report,True
RGT-001815,CUST-2A231E0F,My account RiotUser#60229 was permanently banned but I never cheated. Please review the ban.,League of Legends,2024-04-09 00:00:57,5.0,14.12,LOW,Account Ban / Suspension,True
RGT-001534,CUST-46BFE25C,Ranked queue dodging penalty applied even though I did not dodge. I was in loading screen.,Legends of Runeterra,2023-07-27 14:55:21,0.0,120.61,MEDIUM,Ranked & Matchmaking,True
RGT-002357,CUST-5B4081EE,My Riot Points are missing after I topped up. I have the bank receipt. Please refund or credit my account.,Teamfight Tactics,2023-05-19 23:38:35,33.0,64.25,LOW,Missing RP / Purchase Issue,True
RGT-001085,CUST-E573FEE4,I accidentally purchased the wrong champion. Can I get a refund? I only have one refund token left.,Legends of Runeterra,2024-06-12 06:02:24,4.0,8.13,MEDIUM,Missing RP / Purchase Issue,True
RGT-001512,CUST-4CF66CD9,Duo partner and I are being put into the wrong queue tier. We are Diamond 2 and 3 but matched in Plat.,Valorant,not-a-date,19.0,,LOW,Ranked & Matchmaking,False
RGT-002405,CUST-C7E0960A,"After updating, all my settings were reset. Also my custom game configurations are gone.",Teamfight Tactics,2024-01-16 10:07:03,28.0,4.85,HIGH,Client Bug / Crash,True
RGT-000258,CUST-5865892D,,Teamfight Tactics,2024-03-20 19:28:22,0.0,19.17,MEDIUM,Client Bug / Crash,True
